TTNBR,SERVICEACCTNBR,ServiceType,TROUBLECODEDESC,CONTACTDATETIME,Longitude,Latitude
498712,404011,Network,NET-No Internet Connection,1-May-17,-80.56761,37.114199
498713,723981,Cable,CAB-DTA,1-May-17,-79.323023,39.423707
498714,287613,Network,NET-No Internet Connection,1-May-17,-79.657042,37.106991
498715,728592,Network,Drop - Aerial,1-May-17,-81.417489,37.573366
498716,519551,Network,NET-Intermittent Connection,1-May-17,-80.402131,37.130387
498717,591637,Network,NET-Intermittent Connection,1-May-17,-80.576964,37.146625
498718,172498,Network,NET-Intermittent Connection,1-May-17,-80.424182,37.135182
498719,661965,Cable,CAB-Poor Quality-All Channels,1-May-17,-79.075052,37.275092
498720,30689,Network-Res DSL,NET-No Internet Connection,1-May-17,-78.752936,38.820019
498721,558853,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,1-May-17,-80.478879,39.015119
498722,728431,Prospect Account,Serviceability Check - RES,1-May-17,-81.236414,36.899211
498723,519825,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,1-May-17,-79.381601,39.401738
498726,398750,Network - Business Cust,NET-No Internet Connection,1-May-17,-80.417739,37.131102
498727,728671,Prospect Account,Serviceability Check - RES,1-May-17,-79.270755,37.296991
498728,26214,Network-Res DSL,NET-No Internet Connection,1-May-17,-78.594149,38.808933
498731,233648,Network,NET-No Internet Connection,1-May-17,-78.833646,37.363566
500806,379429,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,13-May-17,-79.620919,37.002124
500807,3156,Cable,CAB-Loss of All Channels,13-May-17,-78.584098,38.832646
500811,236248,Network,NET-Intermittent Connection,13-May-17,-80.43082,37.16046
500813,533642,Network,NET-Intermittent Connection,13-May-17,-78.841694,37.354771
500814,659188,Network,NET-No Internet Connection,13-May-17,-79.867476,36.967159
500815,290495,VOIP-Res-ShenTel Cable,TEL-Features Not Working,13-May-17,-79.261787,37.301732
500817,495972,Network-Res DSL,NET-Slow Speed,13-May-17,-79.086812,38.346257
500819,476533,Cable - Business Customer,CAB-DTA,13-May-17,-81.056637,36.952706
500820,705987,Network,NET-No Internet Connection,14-May-17,-79.405229,39.405774
500822,543265,Network,NET-Intermittent Connection,14-May-17,-81.091932,38.134441
500824,629390,Network,NET-Intermittent Connection,14-May-17,-79.277725,37.303096
500825,49660,Residential Phone,TEL-No Dial Tone,14-May-17,-78.430214,39.077522
500827,727955,Cable,CAB-Poor Quality-One Channel,14-May-17,-80.542657,37.133743
500828,603984,Cable,CAB-Poor Quality-All Channels,14-May-17,-79.692224,37.133431
500831,256252,Cable,CAB-Maestro,14-May-17,-80.436193,37.148467
501071,690885,Cable,CAB-Loss of All Channels,16-May-17,-79.514383,37.341012
501072,26512,Network-Res DSL,NET-Intermittent Connection,16-May-17,-78.435403,38.82973
501075,252093,Cable,CAB-Loss of All Channels,16-May-17,-78.452184,37.266732
501076,237966,Cable,CAB-Loss of Some Channels,16-May-17,-79.245594,37.348191
501079,426213,Cable,CAB-Poor Quality-All Channels,16-May-17,-79.122204,37.331787
501080,127305,Cable,CAB-Poor Quality-All Channels,16-May-17,-80.653837,38.314077
501081,729832,Network,NET-No Internet Connection,16-May-17,-79.401494,39.414794
501086,259129,Cable,CAB-Poor Quality-All Channels,16-May-17,-79.650914,37.111558
501357,538808,Special Circuit,SPC-Special Circuit Issue,17-May-17,-78.358114,38.995805
501359,531074,VOIP-Bus ShenTel Cable,TEL-Noise On Line,17-May-17,-79.238848,37.331348
501361,539322,Business Phone,TEL-Not Receiving Calls,17-May-17,-78.497954,38.890929
501365,658637,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,17-May-17,-80.549097,38.219657
501366,144461,Cable,Drop - Aerial,17-May-17,-79.12373,39.000322
501367,585766,1-Res Cable Modem,NET-Intermittent Connection,17-May-17,-78.349753,38.984972
501369,484573,Network - Business Cust,NET-No Internet Connection,17-May-17,-79.522029,37.337754
501370,254341,Cable,CAB-Loss of All Channels,17-May-17,-80.396305,37.137225
501644,653424,VOIP-Bus ShenTel Cable,TEL-No Dial Tone,19-May-17,-80.516068,37.101302
501645,449430,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,19-May-17,-81.142978,37.979826
501653,307875,Residential Phone,TEL-No Dial Tone,19-May-17,-78.795893,38.804553
501654,266217,Cable,CAB-Loss of All Channels,19-May-17,-79.944781,36.950183
501655,731512,Prospect Account,Serviceability Check - RES,19-May-17,-80.420608,37.147882
501656,202042,Network-Res DSL,NET-No Internet Connection,19-May-17,-78.443172,38.944319
501657,731516,Prospect Account,Serviceability Check - RES,19-May-17,-79.09191,37.268724
501658,731016,Network,Drop - Aerial,19-May-17,-80.591124,37.157427
501659,468780,Cable,CAB-Audio,19-May-17,-81.644928,37.750009
501955,724770,Residential Phone,TEL-No Dial Tone,22-May-17,-78.383936,39.024204
501956,511547,Network,NET-Intermittent Connection,22-May-17,-81.68581,37.303725
501957,127451,Cable,CAB-Equipment,22-May-17,-80.648586,38.33279
501958,233307,Cable,CAB-Equipment,22-May-17,-78.85119,37.3443
501959,282234,Cable,CAB-Loss of All Channels,22-May-17,-79.630884,37.086982
501960,440902,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,22-May-17,-79.525561,37.347459
501962,259714,Cable - Business Customer,CAB-Equipment,22-May-17,-79.621773,37.056671
501963,300530,Residential Phone,TEL-No Dial Tone,22-May-17,-78.771027,38.818669
501966,507505,Network,NET-Intermittent Connection,22-May-17,-79.312183,37.339921
501974,40081,Cable - Business Customer,CAB-Loss of All Channels,22-May-17,-78.523674,38.872099
502240,544700,Cable,CAB-Maestro,23-May-17,-80.56761,37.114199
502242,731654,Cable,Drop - Aerial,23-May-17,-79.943749,38.980776
502243,35189,Cable,CAB-Loss of Some Channels,23-May-17,-78.508786,38.891794
502246,732119,Prospect Account,SALES Evaluation - Small Bus,23-May-17,-79.970183,37.77688
502248,449418,Alarm Monitoring,ALM-Alarm Service Not Working,23-May-17,-78.367044,39.000591
502249,676442,Network-Prepaid Svcs,NET-No Internet Connection,23-May-17,-80.485629,37.142309
502251,515300,Network,NET-No Internet Connection,23-May-17,-79.360086,37.313241
502545,679021,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,25-May-17,-79.267039,37.299536
502548,235303,Cable,CAB-Loss of Some Channels,25-May-17,-79.125326,37.337724
502550,690781,Network,NET-No Internet Connection,25-May-17,-80.442016,37.17003
502551,413981,Business Telephone,TEL-No Dial Tone,25-May-17,-79.957997,37.771097
502552,231890,Cable,CAB-Poor Quality-All Channels,25-May-17,-81.618627,37.696479
502555,250728,Network,Drop Bury - Post Install,25-May-17,-79.166249,37.266556
502558,709229,Network-Res DSL,NET-Intermittent Connection,25-May-17,-78.638592,38.75079
502559,716807,Network,NET-No Internet Connection,25-May-17,-80.450944,39.039594
502560,280228,Cable,Drop - Aerial,25-May-17,-77.729797,39.323199
502829,696361,Cable,CAB-Maestro,27-May-17,-80.552176,38.413574
502830,27703,Residential Phone,TEL-No Dial Tone,27-May-17,-78.356647,38.983232
502831,633458,Cable,CAB-Equipment,27-May-17,-79.37427,39.501662
502832,518975,Network,NET-No Internet Connection,27-May-17,-79.071888,37.295866
502836,641519,Cable,CAB-Loss of Some Channels,27-May-17,-78.390411,37.325568
502838,57913,Residential Phone,TEL-No Dial Tone,27-May-17,-78.410829,39.065241
502839,13316,Residential Phone,TEL-No Dial Tone,27-May-17,-78.609286,38.87464
502840,26648,Network-Res DSL,NET-No Internet Connection,27-May-17,-78.365166,38.988889
502841,732789,Prospect Account,Serviceability Check - RES,27-May-17,-80.49242,37.125953
502843,428850,Cable,CAB-Loss of All Channels,27-May-17,-78.360149,38.987564
502846,495775,VOIP-Bus ShenTel Cable,TEL-Calls Dropping,27-May-17,-80.536841,37.12371
503127,558786,Cable,CAB-Equipment,30-May-17,-79.162122,37.282597
503128,732994,Prospect Account,Serviceability Check - RES,30-May-17,-79.324744,37.314632
503129,34597,Residential Phone,TEL-Noise On Line,30-May-17,-78.796312,38.75642
503130,259372,Network,NET-Intermittent Connection,30-May-17,-79.669569,37.104167
503131,733000,Prospect Account,Serviceability Check - RES,30-May-17,-79.312127,37.288395
503132,649193,Cable,CAB-Poor Quality-All Channels,30-May-17,-79.226877,37.336683
503135,385134,Cable,CAB-Loss of All Channels,30-May-17,-78.363104,38.98704
503136,697626,Network,NET-Intermittent Connection,30-May-17,-79.236333,37.305781
503137,657092,Cable,CAB-DTA,30-May-17,-77.99734,37.078318
503138,728709,Cable,CAB-Loss of All Channels,30-May-17,-79.934281,39.024286
503139,485359,Network-Res DSL,NET-Intermittent Connection,30-May-17,-78.994837,38.849509
503141,629850,Cable,CAB-DTA,30-May-17,-79.61107,37.054755
503364,461578,Cable,CAB-Loss of All Channels,31-May-17,-81.431747,37.415645
503366,665193,Network - Business Cust,NET-No Internet Connection,31-May-17,-80.555378,37.141077
503367,11034,Residential Phone,TEL-Not Receiving Calls,31-May-17,-78.600191,38.783135
503368,252663,Cable,CAB-Equipment,31-May-17,-78.504456,37.309463
503369,718506,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,31-May-17,-80.392009,37.147869
503372,631323,Cable,CAB-Equipment,31-May-17,-79.270181,37.293004
503373,649191,Network,NET-No Internet Connection,31-May-17,-79.299856,37.381597
503374,733313,Prospect Account,Serviceability Check - RES,31-May-17,-81.976469,37.011688
503375,713951,Network-Prepaid Svcs,NET-No Internet Connection,31-May-17,-80.420914,39.023373
499946,729780,Prospect Account,Serviceability Check - RES,8-May-17,-80.424182,37.135182
499947,729734,Cable,CAB-Loss of All Channels,8-May-17,-80.422253,37.14992
499948,728079,Network,Drop Bury - Post Install,8-May-17,-78.118137,36.965888
499949,556684,Network,NET-Slow Speed,8-May-17,-81.603776,37.263681
499950,729672,Prospect Account,Serviceability Check - RES,8-May-17,-79.0554,37.299286
499951,729782,Prospect Account,Serviceability Check - RES,8-May-17,-81.869996,37.353554
499952,729676,Prospect Account,Serviceability Check - RES,8-May-17,-79.161294,37.258618
499954,729785,Prospect Account,Serviceability Check - RES,8-May-17,-79.243748,37.283888
499955,716971,Cable,CAB-Loss of All Channels,8-May-17,-79.271397,37.359703
499957,549722,Network,NET-No Internet Connection,8-May-17,-79.29344,37.350087
500238,486494,Network,NET-No Internet Connection,9-May-17,-80.419489,37.147985
500239,610838,Cable,CAB-Loss of All Channels,9-May-17,-80.554887,37.137664
500242,345994,Network,NET-No Internet Connection,9-May-17,-79.207094,37.243257
500245,388360,Network,NET-Intermittent Connection,9-May-17,-80.525039,38.223059
500248,599006,Network,NET-No Internet Connection,9-May-17,-77.82065,36.767994
500249,729784,Network-Res DSL,NET-No Internet Connection,9-May-17,-78.506636,38.880103
500250,430616,Cable,CAB-Poor Quality-All Channels,9-May-17,-81.143454,37.948096
500252,529491,Network-Res DSL,NET-No Internet Connection,9-May-17,-78.513895,38.866511
500253,716000,Network-Res DSL,NET-No Internet Connection,9-May-17,-78.698448,38.70337
500254,526942,Cable,CAB-Loss of All Channels,9-May-17,-78.381768,37.300164
500255,704405,Network-Res DSL,NET-No Internet Connection,9-May-17,-78.351336,38.995857
500256,178426,Network-Bus DSL,NET-Slow Speed,10-May-17,-78.66378,38.660812
500511,698777,Cable,CAB-Loss of All Channels,11-May-17,-81.076252,36.947996
500513,729040,Network,Drop Bury - Post Install,11-May-17,-80.432844,37.120529
500517,283935,Network,NET-Intermittent Connection,11-May-17,-80.498551,37.123772
500519,589088,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,11-May-17,-80.747329,38.914153
500520,652930,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,11-May-17,-81.572855,37.431601
500522,30119,Cable - Business Customer,CAB-Loss of Some Channels,11-May-17,-78.5261,38.869709
500526,8319,Residential Phone,TEL-No Dial Tone,11-May-17,-78.695333,38.782139
500833,576100,1-Bus Cable Modem,NET-No Internet Connection,14-May-17,-78.438806,38.966314
500834,9978,Residential Phone,TEL-No Dial Tone,14-May-17,-78.733935,38.807179
500835,52087,Residential Phone,TEL-No Dial Tone,14-May-17,-78.733532,38.806824
500838,571225,Network - Business Cust,NET-No Internet Connection,14-May-17,-79.527208,37.351715
500839,655513,VOIP-Res-ShenTel Cable,TEL-Noise On Line,14-May-17,-82.331429,36.933462
500840,565072,Network,NET-No Internet Connection,14-May-17,-78.399993,37.297725
500842,435243,Cable,CAB-Loss of All Channels,14-May-17,-78.828711,37.346963
500844,727631,Network,NET-No Internet Connection,14-May-17,-79.726715,37.504049
500845,221254,Cable,CAB-Loss of Some Channels,14-May-17,-81.173593,37.960811
500846,723618,Cable,CAB-Poor Quality-All Channels,14-May-17,-80.411307,37.152107
500848,319352,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,14-May-17,-79.835465,37.812268
500850,287126,Cable,CAB-Poor Quality-All Channels,14-May-17,-79.219165,37.19344
500852,266993,Cable,CAB-Loss of Some Channels,14-May-17,-79.883137,37.12105
500853,638958,1-Res Cable Modem,NET-No Internet Connection,14-May-17,-78.554326,38.935627
500854,353890,Network,NET-Slow Speed,14-May-17,-79.318833,37.403199
501087,468317,Business Phone Trunk Hunt,TEL-Not Receiving Calls,16-May-17,-78.672218,38.647123
501090,729957,Prospect Account,Serviceability Check - RES,16-May-17,-78.374459,38.993933
501091,14435,Residential Phone,TEL-No Dial Tone,16-May-17,-78.39664,38.977408
501093,669758,Prospect Account,Serviceability Check - RES,16-May-17,-80.448661,37.159607
501097,730899,Prospect Account,Serviceability Check - RES,16-May-17,-79.401554,37.380765
501098,27383,1-Res Cable Modem,NET-No Internet Connection,16-May-17,-78.367719,38.988397
501100,451915,Network - Business Cust,NET-No Internet Connection,16-May-17,-81.584534,37.433
501101,177598,Network-Res DSL,NET-Slow Speed,16-May-17,-78.399362,39.015352
501102,259714,Cable - Business Customer,CAB-Equipment,16-May-17,-79.621773,37.056671
501105,256121,Cable,CAB-Loss of All Channels,16-May-17,-80.446194,37.161839
501372,698708,Network,NET-No Internet Connection,17-May-17,-81.089768,36.958994
501374,245758,Cable,CAB-Equipment,17-May-17,-81.064965,36.953581
501375,731181,Prospect Account,Serviceability Check - RES,17-May-17,-78.627894,38.87493
501377,117475,Network-Res DSL,NET-Slow Speed,17-May-17,-78.519532,38.881936
501378,730710,Cable,Drop Bury - Post Install,17-May-17,-78.687914,37.279329
501381,731187,Prospect Account,Serviceability Check - RES,17-May-17,-78.630213,38.666689
501382,731189,Prospect Account,Serviceability Check - RES,17-May-17,-79.312161,37.265785
501385,731190,Prospect Account,Serviceability Check - RES,17-May-17,-81.431747,37.415645
501387,554472,Cable,CAB-Poor Quality-All Channels,17-May-17,-81.717636,37.331474
501660,256465,Cable,CAB-Loss of All Channels,19-May-17,-80.49305,37.169562
501664,610248,Network,NET-No Internet Connection,19-May-17,-80.424182,37.135182
501665,607387,Cable,TD-Reconnect,19-May-17,-81.430581,37.337491
501666,731535,Prospect Account,SALES Evaluation - Small Bus,19-May-17,-80.428935,37.163576
501667,731534,Prospect Account,SALES Evaluation - Small Bus,19-May-17,-79.523429,37.334431
501669,258290,Cable,CAB-Loss of All Channels,19-May-17,-79.716997,37.134835
501674,269509,Network,NET-No Internet Connection,19-May-17,-82.287163,36.990393
501675,227360,Residential Phone,TEL-Noise On Line,19-May-17,-78.454025,38.89999
501677,731123,Network,Drop - Aerial,19-May-17,-80.90594,38.307765
501678,261370,Cable,CAB-Loss of All Channels,19-May-17,-80.56761,37.114199
501975,5835,Residential Phone,TEL-Noise On Line,22-May-17,-78.510132,38.908191
501976,731502,Network-Res DSL,NET-No Internet Connection,22-May-17,-78.510924,38.760638
501977,469590,Network,NET-Intermittent Connection,22-May-17,-79.105357,37.358698
501978,676387,VOIP-Res-ShenTel Cable,TEL-Noise On Line,22-May-17,-81.377851,37.530953
501981,447451,Cable,CAB-DTA,22-May-17,-79.218967,37.242008
501982,494595,Network,NET-No Internet Connection,22-May-17,-79.537062,37.316476
501983,351152,Cable,CAB-Loss of All Channels,22-May-17,-79.990292,37.787145
501984,517080,Cable,CAB-DTA,22-May-17,-79.989472,37.169329
501988,627270,Network,NET-Slow Speed,22-May-17,-80.423133,39.113427
501990,517067,Network,NET-No Internet Connection,22-May-17,-81.618627,37.696479
502253,229168,Cable,CAB-Loss of One Channel,23-May-17,-81.618627,37.696479
502254,732150,Prospect Account,SALES Evaluation - Small Bus,23-May-17,-80.468578,39.043071
502255,243819,Cable,CAB-Equipment,23-May-17,-81.377851,37.530953
502256,244868,Network,NET-No Internet Connection,23-May-17,-81.102788,36.943672
502260,642189,Cable,CAB-Loss of All Channels,23-May-17,-79.297055,37.282218
502263,732166,Prospect Account,Serviceability Check - RES,23-May-17,-78.12328,37.181526
502265,473951,Network,NET-No Internet Connection,23-May-17,-80.398401,39.034154
502268,276534,Cable,CAB-Loss of Some Channels,23-May-17,-81.572855,37.431601
502271,250728,Network,NET-No Internet Connection,23-May-17,-79.166249,37.266556
502273,723613,Cable,CAB-Equipment,23-May-17,-79.407751,39.406591
502561,62357,Network-Res DSL,NET-No Internet Connection,25-May-17,-78.957893,38.776027
502562,243813,Network,Drop - Aerial,25-May-17,-81.386649,37.584376
502565,228038,Network,NET-No Internet Connection,25-May-17,-81.573972,37.744189
502566,732506,Prospect Account,Serviceability Check - RES,25-May-17,-81.133819,37.941433
502567,732509,Prospect Account,SALES Evaluation - Small Bus,25-May-17,-80.56761,37.114199
502568,19457,Residential Phone,TEL-Noise On Line,25-May-17,-78.734726,38.807875
502569,265269,Cable,CAB-Loss of All Channels,25-May-17,-79.89564,37.015827
502570,635703,Residential Phone,TEL-No Dial Tone,25-May-17,-78.499538,38.867981
502572,520805,Network,NET-No Internet Connection,25-May-17,-80.553841,38.424001
502574,512079,Network - Business Cust,NET-No Internet Connection,25-May-17,-79.973558,37.777482
502847,229127,Network,Drop - Aerial,27-May-17,-81.679582,37.628967
502848,715456,Network,NET-No Internet Connection,27-May-17,-80.424182,37.135182
502850,16167,Cable,CAB-Poor Quality-All Channels,27-May-17,-78.364413,38.987727
502851,650022,Network,NET-Slow Speed,27-May-17,-80.656503,38.701038
502852,237379,Cable,CAB-Loss of All Channels,27-May-17,-79.020429,37.372691
502854,39072,Network-Res DSL,NET-No Internet Connection,27-May-17,-78.36295,38.988307
502856,549074,Cable,CAB-Equipment,27-May-17,-78.366052,38.988958
502857,35450,Residential Phone,TEL-No Dial Tone,27-May-17,-78.532843,38.94305
502859,18098,Cable,CAB-Loss of All Channels,27-May-17,-78.362233,38.988326
502860,719943,Cable,CAB-Loss of Some Channels,27-May-17,-78.495274,38.894012
502863,704332,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,27-May-17,-80.425879,37.146547
502865,732592,Network-Prepaid Svcs,Drop Bury - Post Install,27-May-17,-79.809528,37.059974
502866,732524,Network,Drop - Aerial,27-May-17,-79.267646,37.33689
503142,482560,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,30-May-17,-80.651167,38.851842
503144,733033,Prospect Account,Serviceability Check - RES,30-May-17,-78.522686,38.889128
503145,473311,Cable,CAB-Loss of All Channels,30-May-17,-80.088627,38.219443
503147,604867,Cable,CAB-Loss of All Channels,30-May-17,-80.604224,38.220493
503149,597888,Network,NET-No Internet Connection,30-May-17,-81.093874,36.944835
503150,18698,Network-Res DSL,NET-No Internet Connection,30-May-17,-78.454427,38.998923
503154,733049,Prospect Account,SALES Evaluation - Small Bus,30-May-17,-80.365046,37.141589
503158,733062,Prospect Account,Serviceability Check - RES,30-May-17,-79.556936,37.338836
503159,676129,Network,NET-Slow Speed,30-May-17,-79.031918,37.378585
503161,260022,Network - Business Cust,NET-Intermittent Connection,30-May-17,-79.667356,37.052751
503378,454673,Cable,CAB-Loss of All Channels,31-May-17,-80.456959,39.102904
503380,732086,Network-Res DSL,NET-No Internet Connection,31-May-17,-78.700904,38.665557
503381,661906,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,31-May-17,-79.149814,37.299204
503382,281141,Cable,CAB-Equipment,31-May-17,-80.40684,37.134587
503383,175249,Residential Phone,TEL-Not Receiving Calls,31-May-17,-79.090083,38.273101
503385,323414,Cable,CAB-Poor Quality-All Channels,31-May-17,-79.376319,39.402822
503386,732484,Cable,CAB-Loss of All Channels,31-May-17,-79.833441,37.812941
503387,15844,Cable,CAB-Loss of One Channel,31-May-17,-78.397242,38.984206
503389,627431,Network,NET-No Internet Connection,31-May-17,-78.839473,37.345014
499958,324595,Cable,Drop Bury - Post Install,8-May-17,-79.32591,39.489107
499961,729789,Prospect Account,Serviceability Check - RES,8-May-17,-81.419638,37.38892
499967,282786,Cable,CAB-Loss of All Channels,8-May-17,-79.636802,37.054343
499968,698037,Network-Res DSL,NET-No Internet Connection,8-May-17,-78.647921,38.738808
499970,26682,Network-Res DSL,NET-Slow Speed,8-May-17,-78.501835,38.886305
499971,582289,Cable,CAB-Maestro,8-May-17,-79.316315,37.312261
499972,119351,Network-Res DSL,NET-Intermittent Connection,8-May-17,-78.358114,38.995805
499974,638898,Prospect Account,Serviceability Check - RES,8-May-17,-79.583428,37.299414
500265,692290,Cable,Drop Bury - Post Install,10-May-17,-79.264654,37.29003
500270,702522,VOIP-Bus ShenTel Cable,TEL-No Long Distance,10-May-17,-80.707514,38.670183
500274,234061,Cable,CAB-Loss of All Channels,10-May-17,-78.010478,37.075973
500276,31177,Network-Res DSL,NET-No Internet Connection,10-May-17,-78.668026,38.653756
500527,115944,Network-Res DSL,NET-No Internet Connection,11-May-17,-78.667477,38.654649
500528,251766,Cable,CAB-Poor Quality-One Channel,11-May-17,-78.395077,37.289921
500530,241791,Cable,CAB-Loss of All Channels,11-May-17,-79.295441,37.337974
500533,730347,Prospect Account,Serviceability Check - RES,11-May-17,-80.591124,37.157427
500534,323845,Network,NET-No Internet Connection,11-May-17,-79.383989,39.417378
500535,729738,Network,Drop Bury - Post Install,11-May-17,-79.333169,37.338555
500536,529406,Cable,CAB-Loss of All Channels,11-May-17,-79.058506,37.279628
500537,505462,VOIP-Bus ShenTel Cable,TEL-No Dial Tone,11-May-17,-81.221529,36.921338
500540,674861,Network,NET-No Internet Connection,11-May-17,-79.252956,37.32855
500542,606209,Cable,CAB-Poor Quality-All Channels,11-May-17,-81.869996,37.353554
500856,674930,Network,NET-Slow Speed,14-May-17,-79.726447,37.504148
500857,12332,Cable,CAB-Loss of All Channels,14-May-17,-78.791143,38.80579
500858,424046,Network,NET-No Internet Connection,14-May-17,-79.804922,37.817223
500859,490018,Network,NET-Intermittent Connection,14-May-17,-79.824203,37.827327
500860,10132,Residential Phone,TEL-No Dial Tone,14-May-17,-78.732533,38.805944
500861,309854,VOIP-Res-ShenTel Cable,TEL- Maestro,14-May-17,-80.571314,38.376979
500862,724903,Network,NET-Intermittent Connection,14-May-17,-79.275141,37.354497
500863,234410,Cable,CAB-Poor Quality-All Channels,14-May-17,-78.141471,37.189221
500864,549332,Network,NET-No Internet Connection,14-May-17,-80.422002,37.147829
500865,178423,Cable - Business Customer,CAB-Loss of All Channels,14-May-17,-78.66378,38.660812
500866,672434,Network,NET-Intermittent Connection,14-May-17,-78.388173,37.315055
500867,424661,Cable,CAB-Loss of All Channels,14-May-17,-79.404241,39.406984
500868,258689,Cable,CAB-Maestro,14-May-17,-79.817296,37.155428
500869,729733,Cable,CAB-Equipment,15-May-17,-78.663842,38.656339
501107,60264,Network-Res DSL,NET-No Internet Connection,16-May-17,-78.435906,38.949139
501109,730917,Prospect Account,Serviceability Check - RES,16-May-17,-80.560104,37.126347
501111,409322,Network,NET-No Internet Connection,16-May-17,-79.975495,36.972139
501112,730920,Prospect Account,Serviceability Check - RES,16-May-17,-79.292847,37.340805
501113,60313,Network-Res DSL,NET-No Internet Connection,16-May-17,-78.447691,38.965324
501117,730916,Prospect Account,Serviceability Check - RES,16-May-17,-80.394536,37.139671
501120,423614,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,16-May-17,-81.618627,37.696479
501121,11919,Residential Phone,TEL-No Dial Tone,16-May-17,-78.588035,38.795984
501122,630357,Network - Business Cust,NET-No Internet Connection,16-May-17,-81.58929,37.438866
501388,87696,Network-Res DSL,NET-No Internet Connection,17-May-17,-78.508869,38.850661
501390,429345,Network,NET-No Internet Connection,17-May-17,-81.208854,36.924706
501391,233751,Cable,CAB-Loss of All Channels,17-May-17,-78.879188,37.342225
501393,272736,Network,NET-No Internet Connection,17-May-17,-79.526237,37.337404
501394,13866,Business Phone,TEL-No Dial Tone,17-May-17,-78.644267,38.745414
501395,236403,Cable,CAB-Equipment,17-May-17,-79.25685,37.328644
501396,643302,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,17-May-17,-79.933381,36.959568
501399,547396,VOIP-Res-ShenTel Cable,TEL-Cannot Make Outbound Calls,17-May-17,-81.072936,38.082661
501400,420586,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,17-May-17,-79.243028,37.321493
501402,700468,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,17-May-17,-79.260955,37.381169
501403,705840,Network,NET-No Internet Connection,17-May-17,-80.590274,37.119287
501404,652064,Cable,CAB-Loss of All Channels,17-May-17,-78.564094,36.603002
501688,254539,Cable,CAB-Maestro,19-May-17,-80.427295,37.128412
501689,407142,Residential Phone,TEL-Noise On Line,19-May-17,-78.797932,38.846011
501690,730990,Network,Drop Bury - Post Install,19-May-17,-79.651317,37.064536
501691,399407,Cable,CAB-Equipment,19-May-17,-79.718152,37.069625
501692,259714,Cable - Business Customer,CAB-Loss of All Channels,19-May-17,-79.621773,37.056671
501694,64093,Network-Res DSL,NET-Intermittent Connection,19-May-17,-78.823071,38.760811
501695,731589,Prospect Account,Serviceability Check - RES,19-May-17,-80.474249,39.028376
501697,234674,Cable,CAB-Loss of All Channels,19-May-17,-79.178707,37.260907
501992,731787,Prospect Account,SALES Evaluation - Small Bus,22-May-17,-79.239084,37.338466
501993,731789,Prospect Account,Serviceability Check - RES,22-May-17,-80.572374,37.113121
501994,324916,Network,Drop - Aerial,22-May-17,-80.564328,39.283723
501995,19953,Residential Phone,TEL-Not Receiving Calls,22-May-17,-78.383892,38.943147
501997,428455,Network,NET-No Internet Connection,22-May-17,-78.871981,37.377738
501999,684939,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,22-May-17,-81.528991,37.631622
502003,124987,Cable,CAB-Equipment,22-May-17,-79.822872,37.828094
502008,653559,Network-Res DSL,NET-No Internet Connection,22-May-17,-78.351426,38.979876
502009,227360,Residential Phone,TEL-Noise On Line,22-May-17,-78.454025,38.89999
502011,599648,Network,NET-No Internet Connection,22-May-17,-80.56761,37.114199
502275,521175,Network,NET-No Internet Connection,23-May-17,-79.526472,37.338193
502276,135374,Cable,CAB-Poor Quality-All Channels,23-May-17,-80.399415,39.03367
502279,135365,Network,NET-No Internet Connection,23-May-17,-80.400003,39.032991
502281,398901,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,23-May-17,-78.589175,36.993429
502284,717148,Cable,CAB-Loss of All Channels,23-May-17,-78.589246,36.993317
502285,132761,Cable,CAB-Poor Quality-One Channel,23-May-17,-80.46474,39.035726
502288,730814,Network,NET-No Internet Connection,23-May-17,-80.378184,37.128251
502289,54457,Cable,CAB-Loss of All Channels,23-May-17,-78.366978,38.994735
502291,6730,Residential Phone,TEL-No Dial Tone,23-May-17,-78.341755,39.024097
502578,669183,Cable,CAB-Equipment,25-May-17,-78.379717,37.299233
502579,130886,Cable,CAB-Equipment,25-May-17,-80.363533,38.481513
502580,480714,Cable,TD-Reconnect,25-May-17,-81.561327,37.384887
502581,474796,Cable,CAB-Loss of All Channels,25-May-17,-78.560792,38.822553
502582,731350,Cable,Drop Bury - Post Install,25-May-17,-79.299816,37.323994
502584,732532,Prospect Account,Serviceability Check - RES,25-May-17,-79.659363,37.109997
