TTNBR,SERVICEACCTNBR,ServiceType,TROUBLECODEDESC,CONTACTDATETIME,Longitude,Latitude
502430,283550,Cable,CAB-Loss of All Channels,24-May-17,-79.635659,37.03722
502432,8490,Residential Phone,TEL-No Dial Tone,24-May-17,-78.701154,38.819987
502433,255832,Cable,CAB-Loss of All Channels,24-May-17,-80.434752,37.160619
502434,727627,Residential Phone,TEL-No Dial Tone,24-May-17,-78.39925,39.013888
502435,731863,Network - Business Cust,Drop Bury - Post Install,24-May-17,-78.858835,37.361192
502726,731790,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,26-May-17,-79.248379,37.375483
502730,538517,Cable,CAB-Equipment,26-May-17,-79.258894,37.311345
502732,732701,Prospect Account,Serviceability Check - RES,26-May-17,-79.639341,37.067875
502733,231890,Cable,Drop - Aerial,26-May-17,-81.618627,37.696479
502734,632927,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,26-May-17,-81.094228,38.134467
502737,538042,Network - Business Cust,NET-No Internet Connection,26-May-17,-77.970242,37.080615
502739,638595,Network-Prepaid Svcs,NET-No Internet Connection,26-May-17,-81.628875,37.595226
502742,588594,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,26-May-17,-79.818525,37.82743
503026,572744,Network,NET-Slow Speed,29-May-17,-79.282304,37.397526
503027,704884,Network,NET-No Internet Connection,29-May-17,-81.092332,36.958639
503028,722761,Network,NET-No Internet Connection,29-May-17,-78.983239,37.327934
503030,288285,Cable,CAB-Loss of All Channels,29-May-17,-81.471786,37.678075
503033,61038,Residential Phone,TEL-Not Receiving Calls,29-May-17,-78.809612,38.750604
503035,682946,Network-Prepaid Svcs,NET-Slow Speed,29-May-17,-79.262744,37.335144
503037,258490,Cable,CAB-Maestro,30-May-17,-79.752242,37.145546
503038,570760,Network,NET-No Internet Connection,30-May-17,-79.877722,37.030554
503039,229689,Cable,CAB-Poor Quality-All Channels,30-May-17,-81.537344,37.606556
503040,268082,Cable,CAB-Maestro,30-May-17,-79.76685,37.094046
503041,721601,Cable,CAB-Loss of All Channels,30-May-17,-78.823273,37.348697
503043,717275,Cable,CAB-Loss of All Channels,30-May-17,-79.609816,37.050622
503044,459187,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,30-May-17,-81.580108,37.411258
503280,451725,Network,NET-No Internet Connection,31-May-17,-82.092924,36.893349
503282,588872,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,31-May-17,-79.329455,38.644885
503283,732679,Cable,Drop Bury - Post Install,31-May-17,-79.987464,37.795282
503284,206913,Network-Res DSL,NET-Intermittent Connection,31-May-17,-78.378368,39.002906
503285,45390,Network-Res DSL,NET-No Internet Connection,31-May-17,-78.420074,38.959123
503286,194263,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,31-May-17,-79.98912,37.789733
503287,508064,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,31-May-17,-79.420525,39.405428
503288,728963,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,31-May-17,-81.570982,37.66288
503291,42703,Cable,CAB-Equipment,31-May-17,-78.358114,38.995805
503292,732442,Network-Res DSL,NET-No Internet Connection,31-May-17,-78.645395,38.745354
499842,721135,Cable,CAB-Loss of All Channels,7-May-17,-79.29344,37.350087
499843,275776,Cable,CAB-Maestro,7-May-17,-79.790448,36.899856
499845,602837,Cable,CAB-Loss of All Channels,8-May-17,-81.076643,36.957492
499846,272152,Network - Business Cust,NET-No Internet Connection,8-May-17,-79.533232,37.322864
499850,729146,Network-Res DSL,NET-No Internet Connection,8-May-17,-78.507947,38.945372
499851,383759,Network,NET-No Internet Connection,8-May-17,-79.323643,37.312725
499852,729596,Prospect Account,Serviceability Check - RES,8-May-17,-80.017379,36.931181
499854,454639,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,8-May-17,-79.264801,37.319306
499855,229352,Network,NET-Slow Speed,8-May-17,-81.644928,37.750009
499856,539967,Network-Res DSL,NET-No Internet Connection,8-May-17,-78.657582,38.673336
499860,573972,Cable,TD-Non-Payment Disco,8-May-17,-78.472792,37.309942
499862,166166,Cable,TD-Non-Payment Disco,8-May-17,-80.525177,39.050224
499864,236032,Network - Business Cust,NET-No Internet Connection,8-May-17,-79.186088,37.321252
500136,711165,Network-Res DSL,NET-No Internet Connection,9-May-17,-78.520232,38.869719
500139,402009,Network,Drop Bury - Post Install,9-May-17,-78.833367,37.35761
500140,489919,Network,Drop Bury - Post Install,9-May-17,-79.527347,37.348142
500142,611785,VOIP-Bus ShenTel Cable,TEL-Calls Dropping,9-May-17,-79.914486,36.987546
500143,346094,Cable - Business Customer,CAB-Poor Quality-All Channels,9-May-17,-80.518972,38.39487
500144,127644,Cable,CAB-Loss of All Channels,9-May-17,-80.676868,38.334023
500146,211332,Residential Phone,TEL-No Dial Tone,9-May-17,-78.521875,38.870872
500148,288236,Network,Drop Bury - Post Install,9-May-17,-79.952177,37.082558
500149,686199,Network - Business Cust,NET-No Internet Connection,9-May-17,-78.38992,37.29831
500150,393238,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,9-May-17,-78.508141,36.598405
500151,729665,Network-Prepaid Svcs,Drop Bury - Post Install,9-May-17,-79.277466,37.358163
500152,565665,Network,NET-Slow Speed,9-May-17,-79.661172,37.118071
500416,250227,Network,NET-No Internet Connection,11-May-17,-79.086976,37.312059
500417,715753,Network,NET-No Internet Connection,11-May-17,-81.572855,37.431601
500418,324684,Network,Drop - Aerial,11-May-17,-80.568757,39.281953
500419,325271,Cable,Drop - Aerial,11-May-17,-80.563476,39.282351
500420,250067,Network,NET-No Internet Connection,11-May-17,-79.087436,37.314554
500422,247039,Cable,CAB-Equipment,11-May-17,-81.445507,37.346103
500423,12838,Cable,CAB-Loss of All Channels,11-May-17,-78.610573,38.88897
500426,729643,Cable,Drop - Aerial,11-May-17,-81.68581,37.303725
500430,686041,Network - Business Cust,NET-Slow Speed,11-May-17,-79.796063,37.184449
500431,591044,Network,NET-No Internet Connection,11-May-17,-80.542539,37.132532
500432,692137,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,11-May-17,-79.259375,37.346862
500433,661907,Residential Phone,TEL-Noise On Line,11-May-17,-78.430428,38.973881
500687,730490,Prospect Account,SALES Evaluation - Small Bus,12-May-17,-80.424047,37.127512
500691,625140,Cable,CAB-Loss of All Channels,12-May-17,-80.546943,37.1328
500692,260871,Network,NET-No Internet Connection,12-May-17,-79.624676,37.025259
500693,593955,Network,NET-Slow Speed,12-May-17,-79.311761,37.385388
500697,693345,Cable,CAB-Equipment,12-May-17,-79.106334,37.27623
500700,729917,Cable,Drop - Aerial,12-May-17,-80.563476,39.282351
500701,470028,Network - Business Cust,NET-Slow Speed,12-May-17,-80.544537,37.137083
500703,647991,Network-Res DSL,NET-Intermittent Connection,12-May-17,-78.791171,38.805778
500704,16935,Cable,CAB-Loss of All Channels,12-May-17,-78.682744,38.650923
500705,629639,Cable,CAB-Loss of All Channels,12-May-17,-80.372969,37.140528
500993,730791,Prospect Account,Serviceability Check - RES,15-May-17,-79.992627,37.777769
500996,43986,Network-Res DSL,NET-No Internet Connection,15-May-17,-78.452348,39.025409
500997,724037,Network,NET-No Internet Connection,15-May-17,-79.29344,37.350087
500998,730820,Prospect Account,Serviceability Check - RES,15-May-17,-79.380317,39.408248
500999,600550,Cable,CAB-Loss of All Channels,15-May-17,-80.368069,37.136728
501001,669721,Network,NET-No Internet Connection,15-May-17,-79.987178,37.754995
501002,679091,Network,NET-No Internet Connection,15-May-17,-81.585683,37.433643
501004,702280,Network,NET-Intermittent Connection,15-May-17,-80.542195,37.134581
501005,290593,Cable,CAB-Equipment,15-May-17,-78.019272,37.082127
501268,496390,Network - Business Cust,NET-Slow Speed,17-May-17,-79.252104,37.325019
501272,525899,VOIP-Bus ShenTel Cable,TEL-Noise On Line,17-May-17,-79.835377,37.812297
501273,262644,Cable,CAB-Loss of All Channels,17-May-17,-80.547382,37.131511
501275,235152,Cable,CAB-Loss of All Channels,17-May-17,-79.234513,37.340034
501276,232221,Network,NET-Intermittent Connection,17-May-17,-81.454543,37.677026
501279,134613,Network,NET-No Internet Connection,17-May-17,-80.457626,39.116288
501281,248183,Cable,CAB-Loss of All Channels,17-May-17,-81.642269,37.521393
501282,60094,Network-Bus DSL,NET-Intermittent Connection,17-May-17,-78.654352,38.680769
501283,467855,Bus Phone Svc-Key Systems,TEL-No Dial Tone,17-May-17,-78.383534,38.952874
501555,247799,Cable,CAB-Loss of All Channels,18-May-17,-81.691185,37.300893
501556,122240,Cable,CAB-Equipment,18-May-17,-80.003063,37.764089
501557,4457,Residential Phone,TEL-Calls Dropping,18-May-17,-78.455387,38.960159
501560,321681,VOIP-Bus ShenTel Cable,TEL-Calls Dropping,18-May-17,-80.569827,37.130563
501561,678898,Cable,CAB-Maestro,18-May-17,-78.519391,38.870453
501562,243210,Cable,TD-Reconnect,18-May-17,-81.38782,37.579256
501567,728079,Network,NET-Login Failing,18-May-17,-78.118137,36.965888
501569,467282,Network,NET-No Internet Connection,18-May-17,-80.426231,37.151792
501855,682461,Network,NET-Intermittent Connection,20-May-17,-79.016287,37.317744
501856,607913,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,20-May-17,-78.885172,37.365453
501857,300543,Cable,CAB-Loss of Some Channels,20-May-17,-78.770717,38.817686
501859,540298,Network,NET-No Internet Connection,20-May-17,-79.655765,37.03812
501860,130533,Cable,CAB-Loss of All Channels,20-May-17,-80.412395,38.475457
501861,637986,Cable,CAB-Loss of All Channels,20-May-17,-79.509759,37.364464
501863,569456,Cable,CAB-Equipment,20-May-17,-79.693748,37.152636
501865,582004,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,20-May-17,-79.511599,37.363636
501866,576214,Network,NET-Slow Speed,20-May-17,-80.478798,39.037597
501867,628783,Cable,CAB-Loss of All Channels,20-May-17,-79.698264,37.487482
501868,681967,Network,NET-Slow Speed,20-May-17,-81.559911,37.447855
501874,226519,Network,NET-No Internet Connection,20-May-17,-80.836862,38.268664
502147,610666,Cable,TD-Non-Payment Disco,23-May-17,-81.578903,37.441368
502149,716047,Cable,TD-Non-Payment Disco,23-May-17,-80.565496,39.285533
502150,718693,Cable,TD-Non-Payment Disco,23-May-17,-82.040596,36.906935
502156,731951,Prospect Account,Serviceability Check - RES,23-May-17,-79.257475,37.379614
502158,731484,Network,Drop Bury - Post Install,23-May-17,-80.424182,37.135182
502163,609952,Network,Drop PRE-Bury,23-May-17,-80.428287,37.150513
502165,554310,VOIP-Bus ShenTel Cable,TEL-Calls Dropping,23-May-17,-80.462772,39.04106
502166,731971,Prospect Account,Serviceability Check - RES,23-May-17,-80.510216,37.126629
502167,468317,Business Phone Trunk Hunt,TEL-Not Receiving Calls,23-May-17,-78.672218,38.647123
502436,11380,Residential Phone,TEL-Noise On Line,24-May-17,-78.593229,38.808475
502440,732349,Prospect Account,Serviceability Check - RES,24-May-17,-79.290195,37.340222
502443,709843,Cable,CAB-Loss of All Channels,24-May-17,-80.403659,37.128115
502444,557155,Network,NET-Intermittent Connection,24-May-17,-79.820618,37.224733
502447,697211,Network-Bus DSL,NET-No Internet Connection,24-May-17,-78.777996,38.813483
502450,235469,Cable,CAB-Loss of All Channels,24-May-17,-79.267047,37.333515
502451,273496,Cable,CAB-Poor Quality-All Channels,24-May-17,-79.519856,37.337341
502453,458432,Network,NET-Intermittent Connection,24-May-17,-81.585887,37.414756
502454,60298,Network-Res DSL,NET-No Internet Connection,24-May-17,-78.620559,38.829533
502455,445244,Network,NET-Slow Speed,24-May-17,-79.408476,37.373537
502745,260621,Network,NET-No Internet Connection,26-May-17,-79.598659,37.017952
502746,728183,Cable,CAB-Poor Quality-All Channels,26-May-17,-80.56761,37.114199
502748,422798,Network,NET-No Internet Connection,26-May-17,-79.61107,37.054755
502757,455082,Cable,TD-Reconnect,26-May-17,-80.556381,39.267266
502758,174594,Residential Phone,TEL-Noise On Line,26-May-17,-79.132262,38.32692
502759,676387,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,26-May-17,-81.377851,37.530953
502760,607810,Cable,CAB-Loss of All Channels,26-May-17,-79.273709,37.418683
502761,308689,Network,NET-No Internet Connection,26-May-17,-80.58081,37.148036
503047,674404,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,30-May-17,-82.104425,36.886706
503048,238515,Cable,CAB-Maestro,30-May-17,-79.122556,37.302072
503049,731470,Network,NET-No Internet Connection,30-May-17,-79.586193,37.325037
503050,25551,Network-Res DSL,NET-No Internet Connection,30-May-17,-78.362484,38.987748
503052,639926,Network,NET-No Internet Connection,30-May-17,-80.553735,37.12955
503053,23954,Cable,CAB-Equipment,30-May-17,-78.35995,38.987507
503054,456447,Network,NET-Intermittent Connection,30-May-17,-79.937872,37.067124
503055,654832,Network-Prepaid Svcs,NET-No Internet Connection,30-May-17,-80.462342,39.049757
503057,276310,Network - Business Cust,NET-No Internet Connection,30-May-17,-82.107304,36.882585
503058,600899,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,30-May-17,-79.383001,39.433309
503060,715564,Cable,CAB-Loss of All Channels,30-May-17,-79.616331,37.024906
503293,526681,Cable - Business Customer,CAB-Loss of All Channels,31-May-17,-78.667477,38.654649
503294,9152,Residential Phone,TEL-Noise On Line,31-May-17,-78.648793,38.687626
503295,238552,Cable,Drop Bury - Post Install,31-May-17,-78.982495,37.332918
503296,233391,Cable,Drop Bury - Post Install,31-May-17,-78.849471,37.344321
503297,233368,Cable,Drop Bury - Post Install,31-May-17,-78.852064,37.337767
503298,690781,Network,Drop Bury - Post Install,31-May-17,-80.442016,37.17003
503302,495383,Network-Res DSL,NET-No Internet Connection,31-May-17,-78.363235,38.990422
503304,566526,Network - Business Cust,NET-No Internet Connection,31-May-17,-81.537344,37.606556
503306,508963,Cable,Drop Bury - Post Install,31-May-17,-80.517095,37.045805
503307,732453,Network,Drop Bury - Post Install,31-May-17,-80.400441,37.120914
503308,287169,Network,Drop Bury - Post Install,31-May-17,-79.582588,37.19714
499865,650448,Network-Prepaid Svcs,NET-No Internet Connection,8-May-17,-80.45127,37.087835
499866,5222,Residential Phone,TEL-No Dial Tone,8-May-17,-78.509612,38.890413
499867,595809,VOIP-Res-ShenTel Cable,TEL-Not Receiving Calls,8-May-17,-79.749445,37.843715
499869,449514,VOIP-Res-ShenTel Cable,TEL- Maestro,8-May-17,-78.510541,36.597838
499870,189629,Business Phone,TEL-No Dial Tone,8-May-17,-78.455995,38.935933
499871,244533,Cable,CAB-Poor Quality-All Channels,8-May-17,-81.0858,36.961675
499872,244524,Cable,CAB-Loss of All Channels,8-May-17,-81.087514,36.960829
499874,694310,Cable,CAB-Equipment,8-May-17,-78.453362,38.957202
499875,243862,VOIP-Res-ShenTel Cable,TEL-Not Receiving Calls,8-May-17,-81.377851,37.530953
499877,125353,Network,NET-Intermittent Connection,8-May-17,-79.989007,37.835218
499878,178683,1-Res Cable Modem,NET-Intermittent Connection,8-May-17,-78.378186,39.003355
499879,32745,Residential Phone,TEL-Noise On Line,8-May-17,-78.39681,38.977221
499881,258689,Cable,CAB-Equipment,8-May-17,-79.817296,37.155428
499882,631950,Prospect Account,Serviceability Check - RES,8-May-17,-78.748729,38.820103
500154,696843,Network,NET-Intermittent Connection,9-May-17,-80.56328,37.138148
500156,409172,Cable,CAB-DTA,9-May-17,-81.085195,36.962138
500157,725416,VOIP-Bus ShenTel Cable,TEL-Not Receiving Calls,9-May-17,-81.221529,36.921338
500159,426213,Cable,CAB-Equipment,9-May-17,-79.122204,37.331787
500162,729922,Prospect Account,Serviceability Check - RES,9-May-17,-78.51534,38.868232
500163,704257,1-Res Cable Modem,NET-No Internet Connection,9-May-17,-78.428149,38.94734
500164,486610,VOIP-Bus ShenTel Cable,TEL-No Dial Tone,9-May-17,-80.837075,38.933703
500165,490091,Network,NET-No Internet Connection,9-May-17,-79.69975,37.045411
500166,126327,Cable,CAB-Loss of Some Channels,9-May-17,-79.965036,37.764459
500167,134178,Network,NET-Slow Speed,9-May-17,-80.456932,39.103003
500168,533527,Cable,CAB-Equipment,9-May-17,-79.99587,37.787071
500170,278886,Network,NET-No Internet Connection,9-May-17,-80.589465,37.109591
500171,729931,Prospect Account,Serviceability Check - RES,9-May-17,-78.576344,36.61394
500172,228871,Cable,Drop - Aerial,9-May-17,-81.573972,37.744189
500435,384911,Cable,TD-Non-Payment Disco,11-May-17,-79.948075,38.976933
500437,14911,Network-Res DSL,NET-No Internet Connection,11-May-17,-78.403953,38.854516
500438,609656,Network,NET-No Internet Connection,11-May-17,-79.072132,37.335821
500439,308009,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,11-May-17,-81.173593,37.960811
500441,262893,Network,NET-Intermittent Connection,11-May-17,-80.554586,37.108447
500442,635411,Network-Prepaid Svcs,NET-No Internet Connection,11-May-17,-80.56761,37.114199
500444,247121,Cable,CAB-Equipment,11-May-17,-81.439725,37.33881
500446,695790,Cable,Drop Bury - Post Install,11-May-17,-79.529621,37.352317
500447,259714,Cable - Business Customer,CAB-DTA,11-May-17,-79.621773,37.056671
500707,461684,Network,NET-Intermittent Connection,12-May-17,-80.540156,37.124246
500708,301135,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,12-May-17,-79.799089,37.823644
500709,247039,Cable,CAB-Poor Quality-All Channels,12-May-17,-81.445507,37.346103
500710,246968,Cable,CAB-Equipment,12-May-17,-81.431747,37.415645
500711,440580,Network,NET-No Internet Connection,12-May-17,-80.416789,37.136524
500712,119351,Network-Res DSL,NET-Intermittent Connection,12-May-17,-78.358114,38.995805
500713,283935,Network,Drop - Aerial,12-May-17,-80.498551,37.123772
500714,139772,Cable,CAB-Equipment,12-May-17,-81.122861,38.122545
500715,140338,Cable,CAB-Equipment,12-May-17,-81.153897,37.926658
500716,246051,Cable,CAB-Loss of All Channels,12-May-17,-81.132077,36.965942
500718,633644,Network,Drop - Aerial,12-May-17,-79.168902,37.27945
500719,483605,Network,NET-No Internet Connection,12-May-17,-79.017201,37.375018
500721,241491,Network,NET-Slow Speed,12-May-17,-79.265555,37.405914
500722,717552,Cable,CAB-Loss of All Channels,12-May-17,-81.153897,37.926658
501006,730296,Cable,Drop Bury - Post Install,15-May-17,-77.988486,37.08156
501008,727691,Network,NET-No Internet Connection,15-May-17,-79.90491,36.978409
501009,730344,Network - Business Cust,Drop - Aerial,15-May-17,-80.582905,37.149899
501010,495218,Cable,CAB-Loss of All Channels,15-May-17,-79.062001,37.322312
501014,188377,Business Phone,TEL-No Dial Tone,15-May-17,-78.548502,38.934886
501016,715330,Cable,CAB-Loss of Some Channels,15-May-17,-79.49956,37.321243
501017,679439,Cable,CAB-Loss of All Channels,15-May-17,-79.842191,37.810114
501018,730830,Prospect Account,Serviceability Check - RES,15-May-17,-79.167393,37.320558
501019,730832,Prospect Account,Serviceability Check - RES,15-May-17,-79.236761,37.334018
501020,473902,Cable,CAB-Loss of All Channels,15-May-17,-79.669304,37.143873
501021,632527,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,15-May-17,-79.245424,37.34278
501022,531817,Cable,CAB-Loss of All Channels,15-May-17,-79.820903,37.812054
501023,50235,Network,NET-No Internet Connection,15-May-17,-80.424182,37.135182
501286,571791,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,17-May-17,-79.252552,37.348906
501289,257881,Cable,CAB-Equipment,17-May-17,-79.806358,37.028995
501290,612867,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,17-May-17,-79.254653,37.393288
501292,731104,Prospect Account,Serviceability Check - RES,17-May-17,-79.249102,37.324313
501293,633295,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,17-May-17,-81.398389,37.572371
501294,584678,Network,NET-Slow Speed,17-May-17,-81.143454,37.948096
501295,277769,Cable,CAB-Loss of Some Channels,17-May-17,-79.623345,37.182828
501296,537674,Cable,TD-Reconnect,17-May-17,-81.963791,37.008196
501299,506673,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,17-May-17,-78.632562,37.049536
501300,683652,VOIP-Res-ShenTel Cable,TEL-Calls Dropping,17-May-17,-80.478798,39.037597
501301,449854,Cable,Drop Bury - Post Install,17-May-17,-79.30171,37.22383
501303,425603,Cable - Business Customer,CAB-DTA,17-May-17,-79.717505,37.119601
501573,731411,Prospect Account,SALES Evaluation - Small Bus,18-May-17,-79.214456,37.165179
501576,666691,Network-Res DSL,NET-No Internet Connection,18-May-17,-78.519488,38.860583
501577,731413,Prospect Account,Serviceability Check - RES,18-May-17,-78.669847,38.723082
501581,279870,Cable,CAB-Loss of All Channels,18-May-17,-79.254068,37.321227
501584,376642,Cable,CAB-Maestro,18-May-17,-81.144459,37.946068
501585,232221,Network,Drop - Aerial,18-May-17,-81.454543,37.677026
501586,705987,Network,NET-Intermittent Connection,18-May-17,-79.405229,39.405774
501587,237966,Cable,Drop Bury - Post Install,18-May-17,-79.245594,37.348191
501588,582800,Cable,CAB-Loss of Some Channels,18-May-17,-80.849177,38.27769
501589,708555,Cable,CAB-Audio,18-May-17,-78.595667,36.992537
501590,125900,Cable - Business Customer,CAB-DTA,18-May-17,-79.803999,37.84918
501877,674202,Network-Prepaid Svcs,NET-No Internet Connection,20-May-17,-79.205484,39.008067
501879,271643,Network,NET-No Internet Connection,20-May-17,-82.071186,36.900408
501881,38967,Network-Res DSL,NET-No Internet Connection,20-May-17,-78.486762,38.793138
501884,722627,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,21-May-17,-80.836682,38.26886
501885,602965,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,21-May-17,-79.313361,37.130271
501886,600659,Network,NET-No Internet Connection,21-May-17,-79.253114,37.362279
501887,571791,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,21-May-17,-79.252552,37.348906
501888,64087,Residential Phone,TEL-No Dial Tone,21-May-17,-78.823071,38.760811
501889,542643,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,21-May-17,-81.510972,37.438574
501890,605842,Cable,CAB-Loss of All Channels,21-May-17,-81.386649,37.584376
501891,282559,Network,NET-No Internet Connection,21-May-17,-78.848815,37.341611
501892,526442,Network,NET-No Internet Connection,21-May-17,-79.17966,37.314588
501894,240328,Cable,CAB-Equipment,21-May-17,-79.286213,37.303114
501895,602966,Cable,CAB-Loss of All Channels,21-May-17,-79.313361,37.130271
501897,236270,Cable,CAB-Loss of All Channels,21-May-17,-79.313368,37.130254
502170,731980,Prospect Account,Serviceability Check - RES,23-May-17,-80.856616,38.280654
502171,658535,Network,NET-Slow Speed,23-May-17,-79.133882,37.405408
502172,251476,Cable,TD-Non-Payment Disco,23-May-17,-78.379742,37.299213
502181,732001,Prospect Account,Serviceability Check - RES,23-May-17,-78.353843,37.417737
502185,228281,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,23-May-17,-81.60182,37.664456
502187,730591,Network - Business Cust,Drop - Aerial,23-May-17,-80.830594,38.931676
502462,730810,Cable,CAB-Loss of All Channels,24-May-17,-81.088986,36.93964
502463,691538,Cable,CAB-Maestro,24-May-17,-79.519662,37.339077
502464,631063,Network,NET-Intermittent Connection,24-May-17,-79.262526,37.388278
502469,537217,Network,NET-No Internet Connection,24-May-17,-79.456974,37.347643
502470,485841,Network,NET-No Internet Connection,24-May-17,-81.509734,37.431745
502476,463639,Network,NET-No Internet Connection,24-May-17,-81.596773,37.440529
502477,493508,Network,NET-Slow Speed,24-May-17,-79.27514,37.348816
502479,703105,Cable,CAB-Loss of All Channels,24-May-17,-79.015285,37.318701
502480,596181,Network,NET-Slow Speed,24-May-17,-79.698898,37.487087
502481,230268,Cable,CAB-Poor Quality-One Channel,24-May-17,-81.57444,37.66988
502483,599787,Cable,CAB-Audio,24-May-17,-80.412791,38.478118
502764,195335,Cable,CAB-Equipment,26-May-17,-78.341979,39.000704
502769,732753,Prospect Account,Serviceability Check - RES,26-May-17,-80.428017,37.152358
502770,21936,Network-Res DSL,NET-No Internet Connection,26-May-17,-78.620188,38.821462
502771,626479,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,26-May-17,-80.423133,39.113427
502773,525748,Network,NET-No Internet Connection,26-May-17,-80.619832,37.208736
502775,462587,Network,NET-No Internet Connection,26-May-17,-79.25767,37.352421
502776,702436,Cable,CAB-Loss of All Channels,26-May-17,-79.245917,37.348254
502777,263218,Cable,CAB-Loss of All Channels,26-May-17,-80.509253,37.171047
502778,399906,Network,NET-No Internet Connection,26-May-17,-79.380625,37.378754
503063,25555,Network-Res DSL,NET-No Internet Connection,30-May-17,-78.361576,38.990471
503065,732902,Prospect Account,Serviceability Check - RES,30-May-17,-79.613394,37.007352
503068,271598,Cable,TD-Non-Payment Disco,30-May-17,-82.081232,36.90015
503073,25343,Business Phone,TEL-No Dial Tone,30-May-17,-78.680466,38.636104
503074,558853,VOIP-Res-ShenTel Cable,TEL-Cannot Make Outbound Calls,30-May-17,-80.478879,39.015119
503075,486557,VOIP-Res-ShenTel Cable,TEL-Half-Duplex Voice,30-May-17,-81.68581,37.303725
503076,15378,Alarm Monitoring,ALM-PT-Alarm Issue on PT Acct,30-May-17,-78.674932,38.639151
503077,125900,Cable - Business Customer,CAB-Loss of All Channels,30-May-17,-79.803999,37.84918
503078,487265,Network,NET-Connection Dropping,30-May-17,-80.587422,38.370794
503079,696371,VOIP-Res-ShenTel Cable,TEL-Cannot Make Outbound Calls,30-May-17,-80.830594,38.931676
503310,725890,Prospect Account,Drop PRE-Bury,31-May-17,-79.32131,37.31438
503311,585798,Network,NET-Intermittent Connection,31-May-17,-80.561593,37.116544
503312,124887,Cable,CAB-Equipment,31-May-17,-79.822358,37.825702
503315,333851,Network,NET-No Internet Connection,31-May-17,-79.265306,37.307702
503316,192262,Cable,CAB-Poor Quality-All Channels,31-May-17,-80.475295,39.019944
503320,385611,Network - Business Cust,NET-No Internet Connection,31-May-17,-81.089879,36.94624
503321,682455,Prospect Account,SALES Evaluation - Small Bus,31-May-17,-79.266772,37.30732
503322,352270,Cable,TD-Reconnect,31-May-17,-78.381768,37.300164
499883,23632,Network-Res DSL,NET-No Internet Connection,8-May-17,-78.667231,38.655052
499885,727329,Cable,CAB-Poor Quality-All Channels,8-May-17,-79.495426,37.374423
499887,232210,Network,Drop - Aerial,8-May-17,-81.537344,37.606556
499889,727351,Network,NET-Slow Speed,8-May-17,-80.651062,38.326062
499890,455191,Network,NET-Intermittent Connection,8-May-17,-79.560867,37.227579
499891,235469,Cable,CAB-Loss of All Channels,8-May-17,-79.267047,37.333515
499893,273664,Network,NET-Intermittent Connection,8-May-17,-79.54943,37.378088
499896,721785,Cable,CAB-Loss of All Channels,8-May-17,-80.478798,39.037597
499898,276355,Network,NET-Intermittent Connection,8-May-17,-79.637358,37.043001
499899,728556,Cable,Drop - Aerial,8-May-17,-80.563476,39.282351
499900,649044,Network,NET-No Internet Connection,8-May-17,-81.911324,37.04518
499902,69502,Network-Res DSL,NET-No Internet Connection,8-May-17,-78.628285,38.746292
500173,677575,Network-Bus DSL,NET-Intermittent Connection,9-May-17,-78.642273,38.741316
500174,585380,Network,NET-Intermittent Connection,9-May-17,-78.990246,37.343979
500175,273946,Network,NET-Intermittent Connection,9-May-17,-79.56386,37.31086
500176,656872,Cable,CAB-Equipment,9-May-17,-78.522746,38.892042
500178,729031,Prospect Account,Serviceability Check - RES,9-May-17,-80.574344,37.12134
500179,310563,Network,NET-No Internet Connection,9-May-17,-80.859594,38.267706
500181,498869,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,9-May-17,-82.302262,36.900595
500182,726380,Cable,Drop Bury - Post Install,9-May-17,-80.49355,37.125142
500185,546770,VOIP-Res-ShenTel Cable,TEL-No Dial Tone,9-May-17,-79.375619,37.316596
500187,648168,Cable,CAB-Loss of All Channels,9-May-17,-81.087049,36.962701
